product,source,value,country,indicator
Food waste,ES,0,SE,Grassland
Agriculture,FI,0.00901526190059163,SE,Grassland
 -   ,FI,0.354087425459435,SE,Grassland
Food products,FI,1.36784776859161,SE,Grassland
Hotels and restaurants,FI,0.149988980990502,SE,Grassland
Education and health,FI,0.112210468982163,SE,Grassland
Food waste,FI,0,SE,Grassland
Agriculture,FR,1.2642636394152,SE,Grassland
 -   ,FR,35.4053977736656,SE,Grassland
Food products,FR,101.83628163542,SE,Grassland
Hotels and restaurants,FR,13.8788277825642,SE,Grassland
Education and health,FR,9.57948736514057,SE,Grassland
Food waste,FR,0,SE,Grassland
Agriculture,GR,0.588964370130677,SE,Grassland
 -   ,GR,11.5314310093825,SE,Grassland
Food products,GR,64.4849857529322,SE,Grassland
Hotels and restaurants,GR,10.3826656230526,SE,Grassland
Education and health,GR,6.93724821419114,SE,Grassland
Food waste,GR,0,SE,Grassland
Agriculture,HR,0.0211189575323689,SE,Grassland
 -   ,HR,0.905032486998176,SE,Grassland
Food products,HR,1.01101226391958,SE,Grassland
Hotels and restaurants,HR,0.149838640892403,SE,Grassland
Education and health,HR,0.138324119390582,SE,Grassland
Food waste,HR,0,SE,Grassland
Agriculture,HU,0.147911890093781,SE,Grassland
 -   ,HU,8.71049014840772,SE,Grassland
Food products,HU,14.3712147956616,SE,Grassland
Hotels and restaurants,HU,3.26431790169859,SE,Grassland
Education and health,HU,2.16774383123118,SE,Grassland
Food waste,HU,0,SE,Grassland
Agriculture,IE,11.0997393865969,SE,Grassland
 -   ,IE,34.1250193178948,SE,Grassland
Food products,IE,220.54233232939,SE,Grassland
Hotels and restaurants,IE,36.7698065710601,SE,Grassland
Education and health,IE,25.3826551688171,SE,Grassland
Food waste,IE,0,SE,Grassland
Agriculture,IT,0.573731072250071,SE,Grassland
 -   ,IT,11.4129554789656,SE,Grassland
Food products,IT,48.8254486182778,SE,Grassland
Hotels and restaurants,IT,6.55595331817388,SE,Grassland
Education and health,IT,4.41964135890397,SE,Grassland
Food waste,IT,0,SE,Grassland
Agriculture,LT,0.112065996350416,SE,Grassland
 -   ,LT,10.5414291321091,SE,Grassland
Food products,LT,36.1303129766192,SE,Grassland
Hotels and restaurants,LT,3.60011330059709,SE,Grassland
Education and health,LT,2.48354695438325,SE,Grassland
Food waste,LT,0,SE,Grassland
Agriculture,LU,0.0359300907488088,SE,Grassland
 -   ,LU,6.00500087024123,SE,Grassland
Food products,LU,1.56414163877847,SE,Grassland
Hotels and restaurants,LU,0.351625276183849,SE,Grassland
Education and health,LU,0.792520766377371,SE,Grassland
Food waste,LU,0,SE,Grassland
Agriculture,LV,0.573076803589628,SE,Grassland
 -   ,LV,3.73727558235404,SE,Grassland
Food products,LV,33.5376237418628,SE,Grassland
Hotels and restaurants,LV,2.63685386416639,SE,Grassland
Education and health,LV,1.83553025694923,SE,Grassland
Food waste,LV,0,SE,Grassland
Agriculture,MT,9.66772743998249e-05,SE,Grassland
 -   ,MT,0.00288711675134536,SE,Grassland
Food products,MT,0.0199348358211401,SE,Grassland
Hotels and restaurants,MT,0.000890348537409659,SE,Grassland
Education and health,MT,0.000745511757593205,SE,Grassland
Food waste,MT,0,SE,Grassland
Agriculture,NL,21.6310407875914,SE,Grassland
 -   ,NL,8.17112610269733,SE,Grassland
Food products,NL,18.4779762244637,SE,Grassland
Hotels and restaurants,NL,1.73256326553609,SE,Grassland
Education and health,NL,1.41936458897182,SE,Grassland
Food waste,NL,0,SE,Grassland
Agriculture,PL,0.570120424611361,SE,Grassland
 -   ,PL,11.0107635437657,SE,Grassland
Food products,PL,95.5626781989,SE,Grassland
Hotels and restaurants,PL,10.7739635932223,SE,Grassland
Education and health,PL,7.42042791817338,SE,Grassland
Food waste,PL,0,SE,Grassland
Agriculture,PT,0.0958223159872598,SE,Grassland
 -   ,PT,12.1186142608917,SE,Grassland
Food products,PT,7.79379704683288,SE,Grassland
Hotels and restaurants,PT,3.68178747205784,SE,Grassland
Education and health,PT,2.23504948101348,SE,Grassland
Food waste,PT,0,SE,Grassland
Agriculture,RO,0.337491651011773,SE,Grassland
 -   ,RO,14.5364354305451,SE,Grassland
Food products,RO,52.8398685765085,SE,Grassland
Hotels and restaurants,RO,9.44653454377271,SE,Grassland
Education and health,RO,6.93210170198765,SE,Grassland
Food waste,RO,0,SE,Grassland
Agriculture,SE,97.4958024334377,SE,Grassland
 -   ,SE,22.5463119656955,SE,Grassland
Food products,SE,886.854821874822,SE,Grassland
Hotels and restaurants,SE,35.2317783880649,SE,Grassland
Education and health,SE,28.683563330468,SE,Grassland
Food waste,SE,0,SE,Grassland
Agriculture,SI,0.0081299881845007,SE,Grassland
 -   ,SI,0.820976441871588,SE,Grassland
Food products,SI,1.16900117118159,SE,Grassland
Hotels and restaurants,SI,0.191140662701671,SE,Grassland
Education and health,SI,0.129139082971309,SE,Grassland
Food waste,SI,0,SE,Grassland
Agriculture,SK,0.0812961580405485,SE,Grassland
 -   ,SK,2.88110788296836,SE,Grassland
Food products,SK,21.7572904944969,SE,Grassland
Hotels and restaurants,SK,1.27023499389419,SE,Grassland
Education and health,SK,0.892942423966872,SE,Grassland
Food waste,SK,0,SE,Grassland
Agriculture,GB,51.2040802464303,SE,Grassland
 -   ,GB,55.217012866623,SE,Grassland
Food products,GB,153.222317899996,SE,Grassland
Hotels and restaurants,GB,9.58131648044913,SE,Grassland
Education and health,GB,7.78998398980732,SE,Grassland
Food waste,GB,0,SE,Grassland
Agriculture,US,24.1096645811508,SE,Grassland
 -   ,US,300.196450422477,SE,Grassland
Food products,US,89.3900936333425,SE,Grassland
Hotels and restaurants,US,27.4744538593552,SE,Grassland
Education and health,US,23.5606715324649,SE,Grassland
Food waste,US,0,SE,Grassland
Agriculture,JP,0.000991742830755467,SE,Grassland
 -   ,JP,0.092107917059769,SE,Grassland
Food products,JP,0.0125664531691069,SE,Grassland
Hotels and restaurants,JP,0.0119845133616415,SE,Grassland
Education and health,JP,0.0111344864571418,SE,Grassland
Food waste,JP,0,SE,Grassland
Agriculture,CN,4.79115849151417,SE,Grassland
 -   ,CN,1382.06572387446,SE,Grassland
Food products,CN,83.2006682012426,SE,Grassland
Hotels and restaurants,CN,48.3867516985123,SE,Grassland
Education and health,CN,49.2509555860028,SE,Grassland
Food waste,CN,0,SE,Grassland
Agriculture,CA,0.610373760259267,SE,Grassland
 -   ,CA,66.5896596241481,SE,Grassland
Food products,CA,7.41037453542309,SE,Grassland
Hotels and restaurants,CA,15.6241138135222,SE,Grassland
Education and health,CA,9.34773414500731,SE,Grassland
Food waste,CA,0,SE,Grassland
Agriculture,KR,0.000596897777630773,SE,Grassland
 -   ,KR,0.107249342260855,SE,Grassland
Food products,KR,0.00559971214132542,SE,Grassland
Hotels and restaurants,KR,0.0178642906056857,SE,Grassland
Education and health,KR,0.0119695138210296,SE,Grassland
Food waste,KR,0,SE,Grassland
Agriculture,BR,13.2657240208252,SE,Grassland
 -   ,BR,309.753875065288,SE,Grassland
Food products,BR,386.601557779831,SE,Grassland
Hotels and restaurants,BR,94.9700074102098,SE,Grassland
Education and health,BR,69.4063473177944,SE,Grassland
Food waste,BR,0,SE,Grassland
Agriculture,IN,0.253562968547051,SE,Grassland
 -   ,IN,56.5205665570328,SE,Grassland
Food products,IN,2.38885389938285,SE,Grassland
Hotels and restaurants,IN,8.46480694515388,SE,Grassland
Education and health,IN,5.08415881894895,SE,Grassland
Food waste,IN,0,SE,Grassland
Agriculture,MX,2.97345473840886,SE,Grassland
 -   ,MX,28.6116104674482,SE,Grassland
Food products,MX,9.02124430103091,SE,Grassland
Hotels and restaurants,MX,2.37762976983086,SE,Grassland
Education and health,MX,2.52735140363012,SE,Grassland
Food waste,MX,0,SE,Grassland
Agriculture,RU,5.81753741071785,SE,Grassland
 -   ,RU,305.506064538238,SE,Grassland
Food products,RU,23.3667726020521,SE,Grassland
Hotels and restaurants,RU,19.5650636371239,SE,Grassland
Education and health,RU,22.7982899713594,SE,Grassland
Food waste,RU,0,SE,Grassland
Agriculture,AU,11.5419762206155,SE,Grassland
 -   ,AU,941.694606108704,SE,Grassland
Food products,AU,106.045792127446,SE,Grassland
Hotels and restaurants,AU,140.225412076463,SE,Grassland
Education and health,AU,99.0353332674024,SE,Grassland
Food waste,AU,0,SE,Grassland
Agriculture,CH,0.15516045026323,SE,Grassland
 -   ,CH,25.7791717831019,SE,Grassland
Food products,CH,4.31437988958773,SE,Grassland
Hotels and restaurants,CH,1.75707752004236,SE,Grassland
Education and health,CH,2.87104123210432,SE,Grassland
Food waste,CH,0,SE,Grassland
Agriculture,TR,1.72862871080051,SE,Grassland
 -   ,TR,141.816524756147,SE,Grassland
Food products,TR,13.9421375036507,SE,Grassland
Hotels and restaurants,TR,24.7377119651672,SE,Grassland
Education and health,TR,15.4676618339162,SE,Grassland
Food waste,TR,0,SE,Grassland
Agriculture,TW,0.0308655200172106,SE,Grassland
 -   ,TW,2.3183143475938,SE,Grassland
Food products,TW,0.23876351551157,SE,Grassland
Hotels and restaurants,TW,0.028285391943518,SE,Grassland
Education and health,TW,0.0548226098637414,SE,Grassland
Food waste,TW,0,SE,Grassland
Agriculture,NO,6.90415087790027,SE,Grassland
 -   ,NO,1.55793410690221,SE,Grassland
Food products,NO,4.64481120835711,SE,Grassland
Hotels and restaurants,NO,1.04258200998248,SE,Grassland
Education and health,NO,0.200565889592252,SE,Grassland
Food waste,NO,0,SE,Grassland
Agriculture,ID,0.0109180927352473,SE,Grassland
 -   ,ID,1.49238931644583,SE,Grassland
Food products,ID,0.140079720197859,SE,Grassland
Hotels and restaurants,ID,0.0405813325856219,SE,Grassland
Education and health,ID,0.201962437923535,SE,Grassland
Food waste,ID,0,SE,Grassland
Agriculture,ZA,4.84539005336054,SE,Grassland
 -   ,ZA,351.32992307228,SE,Grassland
Food products,ZA,51.4916510723811,SE,Grassland
Hotels and restaurants,ZA,8.86483827650763,SE,Grassland
Education and health,ZA,10.5987276955945,SE,Grassland
Food waste,ZA,0,SE,Grassland
Agriculture,WA,137.271108116757,SE,Grassland
 -   ,WA,3670.41837692186,SE,Grassland
Food products,WA,830.758157247326,SE,Grassland
Hotels and restaurants,WA,380.751950611575,SE,Grassland
Education and health,WA,417.509133560473,SE,Grassland
Food waste,WA,0,SE,Grassland
Agriculture,WL,186.477141329681,SE,Grassland
 -   ,WL,738.54407007675,SE,Grassland
Food products,WL,1842.62671105349,SE,Grassland
Hotels and restaurants,WL,409.115633749071,SE,Grassland
Education and health,WL,300.241667886072,SE,Grassland
Food waste,WL,0,SE,Grassland
Agriculture,WE,9.13072122320991,SE,Grassland
 -   ,WE,116.403946864077,SE,Grassland
Food products,WE,33.4149227144153,SE,Grassland
Hotels and restaurants,WE,6.87066414182687,SE,Grassland
Education and health,WE,8.64197695213887,SE,Grassland
Food waste,WE,0,SE,Grassland
Agriculture,WF,111.01142717597,SE,Grassland
 -   ,WF,4230.94069458478,SE,Grassland
Food products,WF,670.520853436064,SE,Grassland
Hotels and restaurants,WF,444.051101793148,SE,Grassland
Education and health,WF,463.087805541823,SE,Grassland
Food waste,WF,0,SE,Grassland
Agriculture,WM,6.76586771260711,SE,Grassland
 -   ,WM,240.829440828237,SE,Grassland
Food products,WM,194.728339910467,SE,Grassland
Hotels and restaurants,WM,31.7506066546903,SE,Grassland
Education and health,WM,33.7226766105905,SE,Grassland
Food waste,WM,0,SE,Grassland
Agriculture,AT,0.755843422161982,SE,Forest
 -   ,AT,103.733372698163,SE,Forest
Food products,AT,7.32272350816405,SE,Forest
Hotels and restaurants,AT,2.58110107948395,SE,Forest
Education and health,AT,5.20014614516203,SE,Forest
Food waste,AT,0,SE,Forest
Agriculture,BE,0.395218016883982,SE,Forest
 -   ,BE,39.9900010609401,SE,Forest
Food products,BE,2.02358308553503,SE,Forest
Hotels and restaurants,BE,0.96763395888186,SE,Forest
Education and health,BE,4.04595470558963,SE,Forest
Food waste,BE,0,SE,Forest
Agriculture,BG,0.356807062633184,SE,Forest
 -   ,BG,33.3249700107439,SE,Forest
Food products,BG,3.79831187407779,SE,Forest
Hotels and restaurants,BG,0.996056278755495,SE,Forest
Education and health,BG,1.90469901676433,SE,Forest
Food waste,BG,0,SE,Forest
Agriculture,CY,0.00892138032357846,SE,Forest
 -   ,CY,0.0587350592728736,SE,Forest
Food products,CY,0.118238611470182,SE,Forest
Hotels and restaurants,CY,0.0170647212857103,SE,Forest
Education and health,CY,0.014599006425564,SE,Forest
Food waste,CY,0,SE,Forest
Agriculture,CZ,0.925131658258422,SE,Forest
 -   ,CZ,208.983308693434,SE,Forest
Food products,CZ,9.55764081643411,SE,Forest
Hotels and restaurants,CZ,2.90394852876794,SE,Forest
Education and health,CZ,8.63392032275248,SE,Forest
Food waste,CZ,0,SE,Forest
Agriculture,DE,6.96692480668589,SE,Forest
 -   ,DE,777.496442386342,SE,Forest
Food products,DE,40.8898379350507,SE,Forest
Hotels and restaurants,DE,7.77566447639954,SE,Forest
Education and health,DE,34.1709412327776,SE,Forest
Food waste,DE,0,SE,Forest
Agriculture,DK,0.362617454274601,SE,Forest
 -   ,DK,103.041836866695,SE,Forest
Food products,DK,5.38824279688736,SE,Forest
Hotels and restaurants,DK,0.852065670805566,SE,Forest
Education and health,DK,4.90269625165976,SE,Forest
Food waste,DK,0,SE,Forest
Agriculture,EE,9.97837679184225,SE,Forest
 -   ,EE,4294.92372996566,SE,Forest
Food products,EE,172.785267596867,SE,Forest
Hotels and restaurants,EE,32.2410673346901,SE,Forest
Education and health,EE,192.83061474662,SE,Forest
Food waste,EE,0,SE,Forest
Agriculture,ES,13.9536192248195,SE,Forest
 -   ,ES,217.029659220669,SE,Forest
Food products,ES,20.4641667149133,SE,Forest
Hotels and restaurants,ES,5.23414975930669,SE,Forest
Education and health,ES,12.6873238469274,SE,Forest
Food waste,ES,0,SE,Forest
Agriculture,FI,12.1538898602071,SE,Forest
 -   ,FI,2854.75569985249,SE,Forest
Food products,FI,243.410974112896,SE,Forest
Hotels and restaurants,FI,38.9305931680423,SE,Forest
Education and health,FI,201.748046903468,SE,Forest
Food waste,FI,0,SE,Forest
Agriculture,FR,2.0447302277154,SE,Forest
 -   ,FR,164.671677751859,SE,Forest
Food products,FR,11.5917869701831,SE,Forest
Hotels and restaurants,FR,2.9717182786686,SE,Forest
Education and health,FR,8.61993755630128,SE,Forest
Food waste,FR,0,SE,Forest
Agriculture,GR,0.34942845528651,SE,Forest
 -   ,GR,16.1021717765318,SE,Forest
Food products,GR,2.41429625713961,SE,Forest
Hotels and restaurants,GR,0.758905777469949,SE,Forest
Education and health,GR,1.07652474288297,SE,Forest
Food waste,GR,0,SE,Forest
Agriculture,HR,0.0825149344341163,SE,Forest
 -   ,HR,8.01770845349272,SE,Forest
Food products,HR,3.97594775903459,SE,Forest
Hotels and restaurants,HR,0.565213490634146,SE,Forest
Education and health,HR,0.562195321510743,SE,Forest
Food waste,HR,0,SE,Forest
Agriculture,HU,0.586646811905471,SE,Forest
 -   ,HU,66.2130651979195,SE,Forest
Food products,HU,4.2397195698666,SE,Forest
Hotels and restaurants,HU,2.11575364640865,SE,Forest
Education and health,HU,3.49148979455017,SE,Forest
Food waste,HU,0,SE,Forest
Agriculture,IE,0.122915240697834,SE,Forest
 -   ,IE,28.6671641515983,SE,Forest
Food products,IE,0.9018237480618,SE,Forest
Hotels and restaurants,IE,0.322663234104916,SE,Forest
Education and health,IE,1.3596013221225,SE,Forest
Food waste,IE,0,SE,Forest
Agriculture,IT,1.10762597528854,SE,Forest
 -   ,IT,101.893861416582,SE,Forest
Food products,IT,54.5358677185419,SE,Forest
Hotels and restaurants,IT,7.87648442989124,SE,Forest
Education and health,IT,8.91486494688755,SE,Forest
Food waste,IT,0,SE,Forest
Agriculture,LT,2.2449052946963,SE,Forest
 -   ,LT,928.158427384696,SE,Forest
Food products,LT,38.7483059760148,SE,Forest
Hotels and restaurants,LT,6.73195633002126,SE,Forest
Education and health,LT,40.8961875156402,SE,Forest
Food waste,LT,0,SE,Forest
Agriculture,LU,0.0174357665957327,SE,Forest
 -   ,LU,1.96551241579686,SE,Forest
Food products,LU,0.0841309978759031,SE,Forest
Hotels and restaurants,LU,0.025582507425737,SE,Forest
Education and health,LU,0.118066447545123,SE,Forest
Food waste,LU,0,SE,Forest
Agriculture,LV,12.7377662103957,SE,Forest
 -   ,LV,5743.27016880455,SE,Forest
Food products,LV,250.077351131953,SE,Forest
Hotels and restaurants,LV,39.4928297481826,SE,Forest
Education and health,LV,254.013779130504,SE,Forest
Food waste,LV,0,SE,Forest
Agriculture,MT,0,SE,Forest
 -   ,MT,0,SE,Forest
Food products,MT,0,SE,Forest
Hotels and restaurants,MT,0,SE,Forest
Education and health,MT,0,SE,Forest
Food waste,MT,0,SE,Forest
Agriculture,NL,0.272192526826222,SE,Forest
 -   ,NL,54.1989644176634,SE,Forest
Food products,NL,2.95800338845199,SE,Forest
Hotels and restaurants,NL,0.564084146961369,SE,Forest
Education and health,NL,2.72911398385662,SE,Forest
Food waste,NL,0,SE,Forest
Agriculture,PL,7.46953199633621,SE,Forest
 -   ,PL,946.794134645614,SE,Forest
Food products,PL,54.7644053124329,SE,Forest
Hotels and restaurants,PL,11.3366909870681,SE,Forest
Education and health,PL,46.5298168751571,SE,Forest
Food waste,PL,0,SE,Forest
Agriculture,PT,0.761445071658625,SE,Forest
 -   ,PT,41.9047649203266,SE,Forest
Food products,PT,3.5847411005812,SE,Forest
Hotels and restaurants,PT,0.986187066257792,SE,Forest
Education and health,PT,2.9495442458757,SE,Forest
Food waste,PT,0,SE,Forest
Agriculture,RO,0.171424626318906,SE,Forest
 -   ,RO,18.3072596721402,SE,Forest
Food products,RO,1.10656848630021,SE,Forest
Hotels and restaurants,RO,0.293907521524786,SE,Forest
Education and health,RO,0.926618030802723,SE,Forest
Food waste,RO,0,SE,Forest
Agriculture,SE,163.698869300753,SE,Forest
 -   ,SE,120564.107777516,SE,Forest
Food products,SE,2072.11666229304,SE,Forest
Hotels and restaurants,SE,580.808376623216,SE,Forest
