product,source,value,country,indicator
Food products,IT,45102938.8031897,FI,Global Warming Potential
Hotels and restaurants,IT,14358139.3668815,FI,Global Warming Potential
Education and health,IT,42176518.8628221,FI,Global Warming Potential
Food waste,IT,1481732.03943882,FI,Global Warming Potential
Agriculture,LT,5564869.409793,FI,Global Warming Potential
 -   ,LT,64788886.4613723,FI,Global Warming Potential
Food products,LT,27099460.9329403,FI,Global Warming Potential
Hotels and restaurants,LT,2271572.83427099,FI,Global Warming Potential
Education and health,LT,5691792.39360108,FI,Global Warming Potential
Food waste,LT,93973.479305669,FI,Global Warming Potential
Agriculture,LU,360458.124939649,FI,Global Warming Potential
 -   ,LU,51493594.4694217,FI,Global Warming Potential
Food products,LU,3585482.57503378,FI,Global Warming Potential
Hotels and restaurants,LU,1746271.91413558,FI,Global Warming Potential
Education and health,LU,8418929.35635903,FI,Global Warming Potential
Food waste,LU,119968.728320916,FI,Global Warming Potential
Agriculture,LV,5079396.36316132,FI,Global Warming Potential
 -   ,LV,117641534.713508,FI,Global Warming Potential
Food products,LV,14403674.3912887,FI,Global Warming Potential
Hotels and restaurants,LV,3294383.54213344,FI,Global Warming Potential
Education and health,LV,10316036.9778418,FI,Global Warming Potential
Food waste,LV,55897.0435615089,FI,Global Warming Potential
Agriculture,MT,79049.5177475757,FI,Global Warming Potential
 -   ,MT,9537022.03271667,FI,Global Warming Potential
Food products,MT,473010.25809803,FI,Global Warming Potential
Hotels and restaurants,MT,1495043.33228109,FI,Global Warming Potential
Education and health,MT,2808331.93367055,FI,Global Warming Potential
Food waste,MT,89467.9696265633,FI,Global Warming Potential
Agriculture,NL,28555837.0424921,FI,Global Warming Potential
 -   ,NL,323968954.612353,FI,Global Warming Potential
Food products,NL,106693560.293916,FI,Global Warming Potential
Hotels and restaurants,NL,23292502.1082632,FI,Global Warming Potential
Education and health,NL,55571518.9139079,FI,Global Warming Potential
Food waste,NL,613921.61596797,FI,Global Warming Potential
Agriculture,PL,10471811.7033764,FI,Global Warming Potential
 -   ,PL,396645319.616798,FI,Global Warming Potential
Food products,PL,84904692.2391549,FI,Global Warming Potential
Hotels and restaurants,PL,16008055.2306599,FI,Global Warming Potential
Education and health,PL,49511111.4276362,FI,Global Warming Potential
Food waste,PL,5662449.44244307,FI,Global Warming Potential
Agriculture,PT,1049985.96550664,FI,Global Warming Potential
 -   ,PT,84663093.7761319,FI,Global Warming Potential
Food products,PT,6573108.72187623,FI,Global Warming Potential
Hotels and restaurants,PT,8041383.89781141,FI,Global Warming Potential
Education and health,PT,15840103.6326239,FI,Global Warming Potential
Food waste,PT,927752.309515314,FI,Global Warming Potential
Agriculture,RO,904641.813371421,FI,Global Warming Potential
 -   ,RO,70662089.5162811,FI,Global Warming Potential
Food products,RO,5103250.93375283,FI,Global Warming Potential
Hotels and restaurants,RO,2234924.20784759,FI,Global Warming Potential
Education and health,RO,8912673.14734513,FI,Global Warming Potential
Food waste,RO,128703.573307325,FI,Global Warming Potential
Agriculture,SE,60339263.9423911,FI,Global Warming Potential
 -   ,SE,453381008.285998,FI,Global Warming Potential
Food products,SE,86982564.2017014,FI,Global Warming Potential
Hotels and restaurants,SE,14390611.9041732,FI,Global Warming Potential
Education and health,SE,55245704.2240912,FI,Global Warming Potential
Food waste,SE,868334.788191426,FI,Global Warming Potential
Agriculture,SI,251183.898363181,FI,Global Warming Potential
 -   ,SI,30984152.6902841,FI,Global Warming Potential
Food products,SI,1879712.80063482,FI,Global Warming Potential
Hotels and restaurants,SI,2931283.77906077,FI,Global Warming Potential
Education and health,SI,6013365.73611746,FI,Global Warming Potential
Food waste,SI,15343.5278232437,FI,Global Warming Potential
Agriculture,SK,396698.843330247,FI,Global Warming Potential
 -   ,SK,42388097.5996009,FI,Global Warming Potential
Food products,SK,11204567.3687073,FI,Global Warming Potential
Hotels and restaurants,SK,3315606.79640867,FI,Global Warming Potential
Education and health,SK,6478627.51955556,FI,Global Warming Potential
Food waste,SK,155469.121060205,FI,Global Warming Potential
Agriculture,GB,4647968.95698616,FI,Global Warming Potential
 -   ,GB,408077465.128191,FI,Global Warming Potential
Food products,GB,53191144.3269144,FI,Global Warming Potential
Hotels and restaurants,GB,16430508.1731966,FI,Global Warming Potential
Education and health,GB,58057704.7649685,FI,Global Warming Potential
Food waste,GB,1179459.18728787,FI,Global Warming Potential
Agriculture,US,19904796.256369,FI,Global Warming Potential
 -   ,US,1273543959.97429,FI,Global Warming Potential
Food products,US,89569587.9983535,FI,Global Warming Potential
Hotels and restaurants,US,33693985.4985348,FI,Global Warming Potential
Education and health,US,158985677.277943,FI,Global Warming Potential
Food waste,US,10529771.3196897,FI,Global Warming Potential
Agriculture,JP,3077099.61740837,FI,Global Warming Potential
 -   ,JP,371062534.012086,FI,Global Warming Potential
Food products,JP,15189546.2184833,FI,Global Warming Potential
Hotels and restaurants,JP,9968306.85802193,FI,Global Warming Potential
Education and health,JP,45358908.8379981,FI,Global Warming Potential
Food waste,JP,1252397.47105759,FI,Global Warming Potential
Agriculture,CN,30876457.0224713,FI,Global Warming Potential
 -   ,CN,3455180656.44755,FI,Global Warming Potential
Food products,CN,108728380.410564,FI,Global Warming Potential
Hotels and restaurants,CN,45782473.7360397,FI,Global Warming Potential
Education and health,CN,266941293.034389,FI,Global Warming Potential
Food waste,CN,1601831.05215709,FI,Global Warming Potential
Agriculture,CA,4869877.24959127,FI,Global Warming Potential
 -   ,CA,274430041.206453,FI,Global Warming Potential
Food products,CA,22317116.0154476,FI,Global Warming Potential
Hotels and restaurants,CA,26568776.4721115,FI,Global Warming Potential
Education and health,CA,50244518.2760147,FI,Global Warming Potential
Food waste,CA,794864.194789649,FI,Global Warming Potential
Agriculture,KR,2224273.02297264,FI,Global Warming Potential
 -   ,KR,245081840.225056,FI,Global Warming Potential
Food products,KR,10205513.1851194,FI,Global Warming Potential
Hotels and restaurants,KR,9056628.5915849,FI,Global Warming Potential
Education and health,KR,28682135.5974232,FI,Global Warming Potential
Food waste,KR,119862.840561269,FI,Global Warming Potential
Agriculture,BR,154227072.672978,FI,Global Warming Potential
 -   ,BR,186619743.454775,FI,Global Warming Potential
Food products,BR,77510638.364151,FI,Global Warming Potential
Hotels and restaurants,BR,15292631.7518473,FI,Global Warming Potential
Education and health,BR,34648625.9018126,FI,Global Warming Potential
Food waste,BR,149485.437691959,FI,Global Warming Potential
Agriculture,IN,27621696.7239559,FI,Global Warming Potential
 -   ,IN,870951215.09448,FI,Global Warming Potential
Food products,IN,56085342.5207739,FI,Global Warming Potential
Hotels and restaurants,IN,60216389.8276223,FI,Global Warming Potential
Education and health,IN,117431817.515568,FI,Global Warming Potential
Food waste,IN,449208.318758445,FI,Global Warming Potential
Agriculture,MX,2642512.93851913,FI,Global Warming Potential
 -   ,MX,91459519.636207,FI,Global Warming Potential
Food products,MX,9057486.2000113,FI,Global Warming Potential
Hotels and restaurants,MX,4556785.59620178,FI,Global Warming Potential
Education and health,MX,14308517.6200937,FI,Global Warming Potential
Food waste,MX,140321.785104799,FI,Global Warming Potential
Agriculture,RU,49412376.5908868,FI,Global Warming Potential
 -   ,RU,5291025733.41304,FI,Global Warming Potential
Food products,RU,193651871.667698,FI,Global Warming Potential
Hotels and restaurants,RU,71364550.9911041,FI,Global Warming Potential
Education and health,RU,701403729.150425,FI,Global Warming Potential
Food waste,RU,4037023.38066573,FI,Global Warming Potential
Agriculture,AU,3753563.71413274,FI,Global Warming Potential
 -   ,AU,185405043.448662,FI,Global Warming Potential
Food products,AU,22256962.5092961,FI,Global Warming Potential
Hotels and restaurants,AU,22376745.9030122,FI,Global Warming Potential
Education and health,AU,37667822.7159501,FI,Global Warming Potential
Food waste,AU,1043918.55387518,FI,Global Warming Potential
Agriculture,CH,488031.539151467,FI,Global Warming Potential
 -   ,CH,67069985.9964896,FI,Global Warming Potential
Food products,CH,7263329.68168452,FI,Global Warming Potential
Hotels and restaurants,CH,4365625.84786276,FI,Global Warming Potential
Education and health,CH,12538236.9911982,FI,Global Warming Potential
Food waste,CH,308123.436650895,FI,Global Warming Potential
Agriculture,TR,2298002.86675876,FI,Global Warming Potential
 -   ,TR,130704792.33727,FI,Global Warming Potential
Food products,TR,10285968.6258286,FI,Global Warming Potential
Hotels and restaurants,TR,11210495.025915,FI,Global Warming Potential
Education and health,TR,20156871.8054016,FI,Global Warming Potential
Food waste,TR,128335.481188038,FI,Global Warming Potential
Agriculture,TW,2246396.08196081,FI,Global Warming Potential
 -   ,TW,241123014.041068,FI,Global Warming Potential
Food products,TW,9831741.60645659,FI,Global Warming Potential
Hotels and restaurants,TW,5912728.3041682,FI,Global Warming Potential
Education and health,TW,28271161.8770038,FI,Global Warming Potential
Food waste,TW,115224.844073277,FI,Global Warming Potential
Agriculture,NO,25534749.2464701,FI,Global Warming Potential
 -   ,NO,308985126.438648,FI,Global Warming Potential
Food products,NO,40199503.5396407,FI,Global Warming Potential
Hotels and restaurants,NO,19153575.6015028,FI,Global Warming Potential
Education and health,NO,42285035.0903107,FI,Global Warming Potential
Food waste,NO,204988.723122889,FI,Global Warming Potential
Agriculture,ID,7382932.63855925,FI,Global Warming Potential
 -   ,ID,184098392.258412,FI,Global Warming Potential
Food products,ID,13557480.6767377,FI,Global Warming Potential
Hotels and restaurants,ID,5497578.04611927,FI,Global Warming Potential
Education and health,ID,24663872.2359096,FI,Global Warming Potential
Food waste,ID,173514.66307359,FI,Global Warming Potential
Agriculture,ZA,28937725.1651242,FI,Global Warming Potential
 -   ,ZA,220417233.973004,FI,Global Warming Potential
Food products,ZA,26450656.7058629,FI,Global Warming Potential
Hotels and restaurants,ZA,13352753.3111797,FI,Global Warming Potential
Education and health,ZA,33960939.155128,FI,Global Warming Potential
Food waste,ZA,298718.100203883,FI,Global Warming Potential
Agriculture,WA,101040204.938782,FI,Global Warming Potential
 -   ,WA,2380465304.02299,FI,Global Warming Potential
Food products,WA,202973900.974917,FI,Global Warming Potential
Hotels and restaurants,WA,124321853.397961,FI,Global Warming Potential
Education and health,WA,341316649.220213,FI,Global Warming Potential
Food waste,WA,4966941.02292808,FI,Global Warming Potential
Agriculture,WL,87260058.2889408,FI,Global Warming Potential
 -   ,WL,390841224.983983,FI,Global Warming Potential
Food products,WL,92992405.3264008,FI,Global Warming Potential
Hotels and restaurants,WL,30388103.4049326,FI,Global Warming Potential
Education and health,WL,71560936.4939079,FI,Global Warming Potential
Food waste,WL,1835004.79813642,FI,Global Warming Potential
Agriculture,WE,6147576.16824011,FI,Global Warming Potential
 -   ,WE,306857943.34395,FI,Global Warming Potential
Food products,WE,39858559.4339939,FI,Global Warming Potential
Hotels and restaurants,WE,21898912.8901465,FI,Global Warming Potential
Education and health,WE,48973898.7703228,FI,Global Warming Potential
Food waste,WE,304648.805936728,FI,Global Warming Potential
Agriculture,WF,38185248.8311293,FI,Global Warming Potential
 -   ,WF,626584023.665732,FI,Global Warming Potential
Food products,WF,70339680.1541175,FI,Global Warming Potential
Hotels and restaurants,WF,68003875.9682027,FI,Global Warming Potential
Education and health,WF,123315162.165895,FI,Global Warming Potential
Food waste,WF,2428232.108635,FI,Global Warming Potential
Agriculture,WM,153189982.56346,FI,Global Warming Potential
 -   ,WM,2722860383.01051,FI,Global Warming Potential
Food products,WM,194536290.491497,FI,Global Warming Potential
Hotels and restaurants,WM,160418140.346844,FI,Global Warming Potential
Education and health,WM,472733683.357873,FI,Global Warming Potential
Food waste,WM,1557458.10042607,FI,Global Warming Potential
Agriculture,AT,31.8885860075162,SE,Cropland
 -   ,AT,12.9900391635835,SE,Cropland
Food products,AT,30.779945672098,SE,Cropland
Hotels and restaurants,AT,4.82115744852252,SE,Cropland
Education and health,AT,3.27526384888945,SE,Cropland
Food waste,AT,0,SE,Cropland
Agriculture,BE,35.8514182923459,SE,Cropland
 -   ,BE,10.6104101074529,SE,Cropland
Food products,BE,31.9354105522574,SE,Cropland
Hotels and restaurants,BE,3.17660607210256,SE,Cropland
Education and health,BE,2.38402535842464,SE,Cropland
Food waste,BE,0,SE,Cropland
Agriculture,BG,39.4183326900028,SE,Cropland
 -   ,BG,31.4378174816199,SE,Cropland
Food products,BG,49.2931930791843,SE,Cropland
Hotels and restaurants,BG,6.32340384086373,SE,Cropland
Education and health,BG,5.24499779020988,SE,Cropland
Food waste,BG,0,SE,Cropland
Agriculture,CY,0.843241028510279,SE,Cropland
 -   ,CY,1.27097142393781,SE,Cropland
Food products,CY,4.50000870740299,SE,Cropland
Hotels and restaurants,CY,0.752521465782934,SE,Cropland
Education and health,CY,0.534152896970936,SE,Cropland
Food waste,CY,0,SE,Cropland
Agriculture,CZ,1.55308137953428,SE,Cropland
 -   ,CZ,76.6427840818866,SE,Cropland
Food products,CZ,64.5048255411968,SE,Cropland
Hotels and restaurants,CZ,16.4808921750227,SE,Cropland
Education and health,CZ,10.8886480977654,SE,Cropland
Food waste,CZ,0,SE,Cropland
Agriculture,DE,183.158960893014,SE,Cropland
 -   ,DE,75.7270804939515,SE,Cropland
Food products,DE,399.765188298882,SE,Cropland
Hotels and restaurants,DE,40.4021739913732,SE,Cropland
Education and health,DE,30.3139027522293,SE,Cropland
Food waste,DE,0,SE,Cropland
Agriculture,DK,274.925069913923,SE,Cropland
 -   ,DK,73.6924705451028,SE,Cropland
Food products,DK,621.339452093105,SE,Cropland
Hotels and restaurants,DK,69.9233239629487,SE,Cropland
Education and health,DK,57.9618924518997,SE,Cropland
Food waste,DK,0,SE,Cropland
Agriculture,EE,15.3721808405349,SE,Cropland
 -   ,EE,17.5100170874943,SE,Cropland
Food products,EE,98.8088172539043,SE,Cropland
Hotels and restaurants,EE,10.8952052198011,SE,Cropland
Education and health,EE,9.8035690081539,SE,Cropland
Food waste,EE,0,SE,Cropland
Agriculture,ES,405.360640687665,SE,Cropland
 -   ,ES,127.36444803661,SE,Cropland
Food products,ES,238.424331921529,SE,Cropland
Hotels and restaurants,ES,51.1825936328497,SE,Cropland
Education and health,ES,38.7293342260133,SE,Cropland
Food waste,ES,0,SE,Cropland
Agriculture,FI,33.0200128859235,SE,Cropland
 -   ,FI,78.8408558225125,SE,Cropland
Food products,FI,221.496994412153,SE,Cropland
Hotels and restaurants,FI,31.3159418286525,SE,Cropland
Education and health,FI,25.7361108180435,SE,Cropland
Food waste,FI,0,SE,Cropland
Agriculture,FR,51.6897948981402,SE,Cropland
 -   ,FR,113.14824707623,SE,Cropland
Food products,FR,282.918072965193,SE,Cropland
Hotels and restaurants,FR,40.6971922580123,SE,Cropland
Education and health,FR,30.2805495385502,SE,Cropland
Food waste,FR,0,SE,Cropland
Agriculture,GR,31.3697363828625,SE,Cropland
 -   ,GR,42.7044758768572,SE,Cropland
Food products,GR,141.917839523319,SE,Cropland
Hotels and restaurants,GR,16.9159237951363,SE,Cropland
Education and health,GR,12.6906356694442,SE,Cropland
Food waste,GR,0,SE,Cropland
Agriculture,HR,0.428869265751654,SE,Cropland
 -   ,HR,8.44487618717474,SE,Cropland
Food products,HR,16.3429799783624,SE,Cropland
Hotels and restaurants,HR,1.82871458254169,SE,Cropland
Education and health,HR,1.40069328768928,SE,Cropland
Food waste,HR,0,SE,Cropland
Agriculture,HU,21.7281064613999,SE,Cropland
 -   ,HU,61.149903545964,SE,Cropland
Food products,HU,120.169084148357,SE,Cropland
Hotels and restaurants,HU,17.8156540519323,SE,Cropland
Education and health,HU,12.4451995501483,SE,Cropland
Food waste,HU,0,SE,Cropland
Agriculture,IE,0.720914491482107,SE,Cropland
 -   ,IE,8.92706094555036,SE,Cropland
Food products,IE,56.5750823904328,SE,Cropland
Hotels and restaurants,IE,7.06943750353144,SE,Cropland
Education and health,IE,5.18995106595069,SE,Cropland
Food waste,IE,0,SE,Cropland
Agriculture,IT,362.278552022288,SE,Cropland
 -   ,IT,49.4695104016712,SE,Cropland
Food products,IT,192.522667802392,SE,Cropland
Hotels and restaurants,IT,23.3873374821045,SE,Cropland
Education and health,IT,16.2759861166458,SE,Cropland
Food waste,IT,0,SE,Cropland
Agriculture,LT,35.8794700000134,SE,Cropland
 -   ,LT,84.2050581192422,SE,Cropland
Food products,LT,120.537996041745,SE,Cropland
Hotels and restaurants,LT,49.234689857776,SE,Cropland
Education and health,LT,46.4822112829224,SE,Cropland
Food waste,LT,0,SE,Cropland
Agriculture,LU,1.11350788716682,SE,Cropland
 -   ,LU,4.36132086583858,SE,Cropland
Food products,LU,1.34515607041342,SE,Cropland
Hotels and restaurants,LU,0.673435992799145,SE,Cropland
Education and health,LU,0.666454725484463,SE,Cropland
Food waste,LU,0,SE,Cropland
Agriculture,LV,101.963549438321,SE,Cropland
 -   ,LV,35.4214423083016,SE,Cropland
Food products,LV,76.671352954712,SE,Cropland
Hotels and restaurants,LV,22.5618013395432,SE,Cropland
Education and health,LV,21.4706991720294,SE,Cropland
Food waste,LV,0,SE,Cropland
Agriculture,MT,0.274027007621708,SE,Cropland
 -   ,MT,0.0805691584539875,SE,Cropland
Food products,MT,0.070492165824611,SE,Cropland
Hotels and restaurants,MT,0.0219131368577868,SE,Cropland
Education and health,MT,0.0141649346947857,SE,Cropland
Food waste,MT,0,SE,Cropland
Agriculture,NL,117.915556621198,SE,Cropland
 -   ,NL,11.3231407022934,SE,Cropland
Food products,NL,49.7813085977642,SE,Cropland
Hotels and restaurants,NL,4.0405787715436,SE,Cropland
Education and health,NL,3.25142740549557,SE,Cropland
Food waste,NL,0,SE,Cropland
Agriculture,PL,54.6246881070005,SE,Cropland
 -   ,PL,82.5609654138374,SE,Cropland
Food products,PL,366.655247092939,SE,Cropland
Hotels and restaurants,PL,48.575881919174,SE,Cropland
Education and health,PL,39.7123095376377,SE,Cropland
Food waste,PL,0,SE,Cropland
Agriculture,PT,3.31535446635982,SE,Cropland
 -   ,PT,10.7469457749697,SE,Cropland
Food products,PT,12.8184208422701,SE,Cropland
Hotels and restaurants,PT,3.54377049080228,SE,Cropland
Education and health,PT,2.2730277670857,SE,Cropland
Food waste,PT,0,SE,Cropland
Agriculture,RO,5.33512271336071,SE,Cropland
 -   ,RO,79.218955091203,SE,Cropland
Food products,RO,95.4558090451476,SE,Cropland
Hotels and restaurants,RO,12.7451100335591,SE,Cropland
Education and health,RO,12.2173840342326,SE,Cropland
Food waste,RO,0,SE,Cropland
Agriculture,SE,8359.76346002308,SE,Cropland
 -   ,SE,1975.44590571767,SE,Cropland
Food products,SE,3489.86389958524,SE,Cropland
Hotels and restaurants,SE,1598.02671335045,SE,Cropland
Education and health,SE,1556.00335109957,SE,Cropland
Food waste,SE,0,SE,Cropland
Agriculture,SI,0.0673652779067039,SE,Cropland
 -   ,SI,0.887011814725033,SE,Cropland
Food products,SI,1.66193536613748,SE,Cropland
Hotels and restaurants,SI,0.247591304082171,SE,Cropland
Education and health,SI,0.17002170998266,SE,Cropland
Food waste,SI,0,SE,Cropland
Agriculture,SK,1.35683124935172,SE,Cropland
 -   ,SK,21.4048508782597,SE,Cropland
Food products,SK,74.0917510252135,SE,Cropland
Hotels and restaurants,SK,4.64966658553392,SE,Cropland
Education and health,SK,3.61058303970641,SE,Cropland
Food waste,SK,0,SE,Cropland
Agriculture,GB,52.5029730078514,SE,Cropland
 -   ,GB,45.045984590599,SE,Cropland
Food products,GB,116.364476617383,SE,Cropland
Hotels and restaurants,GB,9.75330266156299,SE,Cropland
Education and health,GB,7.96743838650052,SE,Cropland
Food waste,GB,0,SE,Cropland
Agriculture,US,108.022229340349,SE,Cropland
 -   ,US,784.584236391815,SE,Cropland
Food products,US,587.968015851376,SE,Cropland
Hotels and restaurants,US,72.6267454167662,SE,Cropland
Education and health,US,78.3586132826249,SE,Cropland
Food waste,US,0,SE,Cropland
Agriculture,JP,8.32244091418468,SE,Cropland
 -   ,JP,2.04814064266414,SE,Cropland
Food products,JP,5.23235618401113,SE,Cropland
Hotels and restaurants,JP,0.390487050280957,SE,Cropland
Education and health,JP,0.351583523366275,SE,Cropland
Food waste,JP,0,SE,Cropland
Agriculture,CN,145.894905029461,SE,Cropland
 -   ,CN,622.34649884915,SE,Cropland
Food products,CN,119.762635817083,SE,Cropland
Hotels and restaurants,CN,24.9886706884005,SE,Cropland
Education and health,CN,32.0598331226406,SE,Cropland
Food waste,CN,0,SE,Cropland
Agriculture,CA,31.1263966698497,SE,Cropland
 -   ,CA,201.599886798512,SE,Cropland
Food products,CA,247.274061277792,SE,Cropland
Hotels and restaurants,CA,32.1861341979761,SE,Cropland
Education and health,CA,28.0508725810395,SE,Cropland
Food waste,CA,0,SE,Cropland
Agriculture,KR,0.0728525588299007,SE,Cropland
 -   ,KR,7.56174348050826,SE,Cropland
Food products,KR,1.07821511529244,SE,Cropland
Hotels and restaurants,KR,1.54464995245509,SE,Cropland
Education and health,KR,1.01218467519054,SE,Cropland
Food waste,KR,0,SE,Cropland
Agriculture,BR,129.953818721505,SE,Cropland
 -   ,BR,382.002310628549,SE,Cropland
Food products,BR,287.998705385066,SE,Cropland
Hotels and restaurants,BR,40.236706740265,SE,Cropland
Education and health,BR,43.9538268422456,SE,Cropland
Food waste,BR,0,SE,Cropland
Agriculture,IN,90.3255821038944,SE,Cropland
 -   ,IN,462.118816912902,SE,Cropland
Food products,IN,155.195597312339,SE,Cropland
Hotels and restaurants,IN,62.3150528611554,SE,Cropland
Education and health,IN,46.7736629717661,SE,Cropland
Food waste,IN,0,SE,Cropland
Agriculture,MX,49.6296492762355,SE,Cropland
 -   ,MX,26.0921009060278,SE,Cropland
Food products,MX,27.6098628051535,SE,Cropland
Hotels and restaurants,MX,6.8996533617541,SE,Cropland
Education and health,MX,6.76404874992615,SE,Cropland
Food waste,MX,0,SE,Cropland
Agriculture,RU,47.9390651443658,SE,Cropland
 -   ,RU,774.601768722968,SE,Cropland
Food products,RU,801.130175701989,SE,Cropland
Hotels and restaurants,RU,108.270255277292,SE,Cropland
Education and health,RU,110.608691320537,SE,Cropland
Food waste,RU,0,SE,Cropland
Agriculture,AU,64.6480387367651,SE,Cropland
 -   ,AU,399.437428175329,SE,Cropland
Food products,AU,220.515987075327,SE,Cropland
Hotels and restaurants,AU,69.3057333895938,SE,Cropland
Education and health,AU,59.3626820488187,SE,Cropland
Food waste,AU,0,SE,Cropland
Agriculture,CH,1.63473009686281,SE,Cropland
 -   ,CH,7.74208807549384,SE,Cropland
Food products,CH,8.15453134769567,SE,Cropland
Hotels and restaurants,CH,1.0103520737709,SE,Cropland
Education and health,CH,1.01634001804979,SE,Cropland
Food waste,CH,0,SE,Cropland
Agriculture,TR,37.1033154900379,SE,Cropland
 -   ,TR,92.4004378407815,SE,Cropland
Food products,TR,99.8189110474986,SE,Cropland
Hotels and restaurants,TR,20.6390957998341,SE,Cropland
Education and health,TR,13.280719717475,SE,Cropland
Food waste,TR,0,SE,Cropland
Agriculture,TW,1.33961766166038,SE,Cropland
 -   ,TW,2.22890356573096,SE,Cropland
Food products,TW,0.850682492099771,SE,Cropland
Hotels and restaurants,TW,0.159834628048378,SE,Cropland
Education and health,TW,0.1948974952698,SE,Cropland
Food waste,TW,0,SE,Cropland
Agriculture,NO,13.5571252613752,SE,Cropland
 -   ,NO,9.65056866022841,SE,Cropland
Food products,NO,347.381424425064,SE,Cropland
Hotels and restaurants,NO,15.0916143846712,SE,Cropland
Education and health,NO,7.07445633164577,SE,Cropland
Food waste,NO,0,SE,Cropland
Agriculture,ID,19.528321844423,SE,Cropland
 -   ,ID,162.846594204483,SE,Cropland
Food products,ID,114.071416712799,SE,Cropland
Hotels and restaurants,ID,19.4382342306222,SE,Cropland
Education and health,ID,19.3702301195268,SE,Cropland
Food waste,ID,0,SE,Cropland
Agriculture,ZA,17.1288253785564,SE,Cropland
 -   ,ZA,36.2672839564427,SE,Cropland
Food products,ZA,59.5056577678899,SE,Cropland
Hotels and restaurants,ZA,6.42447555165257,SE,Cropland
Education and health,ZA,5.2512000761288,SE,Cropland
Food waste,ZA,0,SE,Cropland
Agriculture,WA,1899.4640011012,SE,Cropland
 -   ,WA,1703.82220377998,SE,Cropland
Food products,WA,895.289842217357,SE,Cropland
Hotels and restaurants,WA,579.550923960631,SE,Cropland
Education and health,WA,572.772694681428,SE,Cropland
Food waste,WA,0,SE,Cropland
Agriculture,WL,621.793455809923,SE,Cropland
 -   ,WL,397.117218235478,SE,Cropland
Food products,WL,526.898362536623,SE,Cropland
Hotels and restaurants,WL,78.146916668986,SE,Cropland
Education and health,WL,73.1039158087694,SE,Cropland
Food waste,WL,0,SE,Cropland
Agriculture,WE,39.0334696477042,SE,Cropland
 -   ,WE,464.783029948359,SE,Cropland
Food products,WE,360.9187107596,SE,Cropland
Hotels and restaurants,WE,52.6235703235277,SE,Cropland
Education and health,WE,55.5358989808003,SE,Cropland
Food waste,WE,0,SE,Cropland
Agriculture,WF,541.70204779523,SE,Cropland
 -   ,WF,1685.59632628266,SE,Cropland
Food products,WF,584.733821568712,SE,Cropland
Hotels and restaurants,WF,246.987852514522,SE,Cropland
Education and health,WF,215.306228706446,SE,Cropland
Food waste,WF,0,SE,Cropland
Agriculture,WM,229.284454371523,SE,Cropland
 -   ,WM,205.450644073287,SE,Cropland
Food products,WM,274.622093537974,SE,Cropland
Hotels and restaurants,WM,28.9105527748874,SE,Cropland
Education and health,WM,29.9013375360576,SE,Cropland
Food waste,WM,0,SE,Cropland
Agriculture,AT,0.142416797042602,SE,Grassland
 -   ,AT,8.79290488202208,SE,Grassland
Food products,AT,22.1643625949905,SE,Grassland
Hotels and restaurants,AT,3.76085707340476,SE,Grassland
Education and health,AT,2.63766867011102,SE,Grassland
Food waste,AT,0,SE,Grassland
Agriculture,BE,0.155593040348934,SE,Grassland
 -   ,BE,5.16428857408092,SE,Grassland
Food products,BE,23.0750614982852,SE,Grassland
Hotels and restaurants,BE,2.28512443846549,SE,Grassland
Education and health,BE,1.57886625577256,SE,Grassland
Food waste,BE,0,SE,Grassland
Agriculture,BG,0.100837512134565,SE,Grassland
 -   ,BG,14.8313800918589,SE,Grassland
Food products,BG,12.5635930312296,SE,Grassland
Hotels and restaurants,BG,1.44691562554644,SE,Grassland
Education and health,BG,1.29865213875912,SE,Grassland
Food waste,BG,0,SE,Grassland
Agriculture,CY,0.00620478722089644,SE,Grassland
 -   ,CY,0.0724605746024687,SE,Grassland
Food products,CY,0.766173939621489,SE,Grassland
Hotels and restaurants,CY,0.110832743684754,SE,Grassland
Education and health,CY,0.0769671957353103,SE,Grassland
Food waste,CY,0,SE,Grassland
Agriculture,CZ,0.150856405588322,SE,Grassland
 -   ,CZ,6.61179937406531,SE,Grassland
Food products,CZ,16.3501522205917,SE,Grassland
Hotels and restaurants,CZ,1.88369481324706,SE,Grassland
Education and health,CZ,1.32069713372028,SE,Grassland
Food waste,CZ,0,SE,Grassland
Agriculture,DE,25.1567972464048,SE,Grassland
 -   ,DE,21.4787399116389,SE,Grassland
Food products,DE,188.981660747433,SE,Grassland
Hotels and restaurants,DE,21.8224557777791,SE,Grassland
Education and health,DE,15.0704216171297,SE,Grassland
Food waste,DE,0,SE,Grassland
Agriculture,DK,0.325442447978479,SE,Grassland
 -   ,DK,2.93203000363256,SE,Grassland
Food products,DK,56.08014354612,SE,Grassland
Hotels and restaurants,DK,4.22266872454583,SE,Grassland
Education and health,DK,2.92630814140663,SE,Grassland
Food waste,DK,0,SE,Grassland
Agriculture,EE,0.383674291578832,SE,Grassland
 -   ,EE,4.01905290340555,SE,Grassland
Food products,EE,64.0153211723628,SE,Grassland
Hotels and restaurants,EE,2.71989826621723,SE,Grassland
Education and health,EE,1.90564560798436,SE,Grassland
Food waste,EE,0,SE,Grassland
Agriculture,ES,0.741868950805976,SE,Grassland
 -   ,ES,31.0848295812606,SE,Grassland
Food products,ES,58.3003462040747,SE,Grassland
Hotels and restaurants,ES,8.9374545499735,SE,Grassland
Education and health,ES,6.27429794613493,SE,Grassland
